id_institution_subnet,model,test_SMAPE,test_R2,test_RMSE,normal_SMAPE,normal_R2
49,MA-168,59.531143177708614,-0.011234273396952377,3723887.34950232,56.998159962155384,-0.011732724630774793
50,Mean,40.62884676202708,-0.00823985194770338,2027880.344176025,38.070450901350696,-0.008263037770461112
50,SN-24,40.52103845359819,-0.9720805559319126,2836107.7166876183,40.30740025461622,-0.9673804875995764
50,SN-168,45.54898113106473,-0.904306235415556,2786947.519703081,43.59560006092914,-0.7817909297566432
50,MA-24,31.93674416884497,-0.00851682280332966,2028158.8618248573,31.91878662173881,-0.00850771211433976
50,MA-168,34.54062045152562,-0.008854655952438728,2028498.5298943084,33.83305945505663,-0.008803780949103057
51,Mean,133.09587314308843,-0.23662059040098815,6130190396.29201,129.3681398104231,-0.23912561648794295
51,SN-24,58.27699648049437,0.8817443611603982,1895687105.1964033,56.50646795444698,0.926143940546291
51,SN-168,69.10114666016273,0.6019510532427795,3477955061.568498,60.79611832383125,0.776780137746315
51,MA-24,52.885554209888184,0.7733350016103447,2624508341.5207,52.406016236934214,0.8076658906645614
51,MA-168,59.194698062011916,0.5760145250982012,3589477339.388303,53.663770668564084,0.7409170239704965
52,Mean,56.431083896377274,-1.8760380849598728,331976.31919046055,52.60368059896175,-1.5795223921396424
52,SN-24,29.024133199562375,-0.34334753177713195,226884.057248111,28.974520216605537,-0.42900638211176156
52,SN-168,38.65897322380529,-0.7589428359614592,259618.50919144225,36.931799226479725,-0.712007923582787
52,MA-24,22.364929662781297,0.2749457190218587,166684.4358667235,22.71468569835483,0.22415635259034827
52,MA-168,28.48958149704811,0.12589220310493998,183017.3598329487,28.016897340576012,0.1023730857441908
53,Mean,58.91710668860672,-0.0012899737637916964,20583.80565147617,57.218051229416844,-0.001653980082541917
53,SN-24,60.103150780545114,-0.4767440209978042,24997.602023203235,61.17187454334325,-0.519083235878232
53,SN-168,62.09851371860026,-0.5266676187490196,25416.631126636265,62.18115505464246,-0.5258822254225339
53,MA-24,45.96906914884822,0.19412733083390932,18466.26027634959,47.09322753569797,0.16293778814711046
53,MA-168,47.17838592005376,0.15692530180855924,18887.68655089292,47.57760556609203,0.12992130626205511
54,Mean,89.596143494824,-0.001941863700597013,9837253.174915414,91.97213566326585,-0.0022189673293335765
54,SN-24,83.96457781726298,-0.9357660298244492,13673478.728971612,85.53578436947566,-0.9363033734339752
54,SN-168,96.55256076663882,-0.9138807024294451,13595964.406935494,96.93831925428387,-0.9144112380016387
54,MA-24,65.42853403950923,-0.0016090494901548347,9835619.223041192,66.78653211305345,-0.001886972027046685
54,MA-168,76.45460024379199,-0.0016711878152861903,9835924.311851418,77.52649137333908,-0.0019481866541193327
