id_institution,model,test_RMSE,test_SMAPE,test_R2,test_n_obs,normal_RMSE,normal_SMAPE,normal_R2,outage_RMSE,outage_SMAPE,outage_R2,outage_n_obs
7,SN-168,299032596.480502,92.25235072661498,0.155590804596493,4030,289431362.8259324,90.06436108365618,0.2553514765080622,356222422.0085292,106.76435779033035,-1.0571388340260923,528
7,MA-24,346363235.99488056,125.22334779890643,-0.1328684119583965,4030,356099361.09012145,123.05585708352551,-0.12720405530874745,273140177.3819713,139.59939417251226,-0.20946212479776305,528
7,MA-168,351917167.4187213,135.89911441616667,-0.16949076607029845,4030,362086094.1626195,134.36668529501864,-0.16542370076679735,275116161.58142024,146.0630666552961,-0.22702470124470642,528
8,Mean,97938316.28787273,151.27525919348133,-0.1534050013472923,4016,99155570.09408653,148.05610470487258,-0.15852478106088985,89384487.73953006,172.77527186787952,-0.12037426344685187,523
8,SN-24,99629294.85622618,118.79624078888016,-0.19357764525501064,4016,101122339.6060763,118.22361710553757,-0.20493970184784027,89017745.06256928,122.6206662686423,-0.11119938014535125,523
8,SN-168,91526025.77761146,117.98754908159283,-0.007316094568320164,4016,92837042.96616282,117.14816197732942,-0.015578957842989238,82235832.2953798,123.59362777220879,0.051666707713283744,523
8,MA-24,97446644.36209382,145.6962595285497,-0.1418533757104674,4016,98585805.37796713,144.03889175677168,-0.14524887416464738,89467279.50932455,156.7654481075566,-0.12245070262715352,523
8,MA-168,97982982.0956598,151.26468547124395,-0.15445728641111067,4016,99167270.4010119,149.57509976484835,-0.15879820786391008,89673216.75208855,162.5490504281075,-0.12762400043152433,523
9,Mean,4916774980.125874,65.11955382688504,-0.0002736675962768942,4030,5133912368.841043,61.80172537906539,-0.007237634820839389,3114462310.77763,87.12530235768887,-1.1241726774206038,528
9,SN-24,5940934633.576978,50.73325565945762,-0.460386192463049,4030,6307598973.486597,49.79260463424147,-0.5204186543399933,2346729657.6985373,56.9721948456451,-0.20600687296203835,528
9,SN-168,4618191300.228829,49.38305397305776,0.11752581907068516,4030,4553632375.768408,45.4381915198099,0.20758812690865247,5025434510.313424,75.54765304744038,-4.530582747530422,528
9,MA-24,4781602950.292228,55.297866615488424,0.053969383445971686,4030,5075058529.101241,54.9911699888889,0.015723418647264564,1918085626.1407413,57.33205522600272,0.19432545853108596,528
9,MA-168,4883436703.641785,59.03670361544576,0.013245089685604117,4030,5169188931.132097,57.86802522362342,-0.02112721976191745,2189858696.562512,66.7880515854493,-0.05016089808244817,528
